Announced Date,Organization Description,Organization Name,Organization Name URL,Organization Industries,Organization Location,Transaction Name,Transaction Name URL,Number of Investors,Investor Names,Funding Stage,Lead Investors,Funding Type,Number of Funding Rounds,Money Raised,Money Raised Currency,Money Raised (in USD),Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Equity Only Funding,Diversity Spotlight,Organization Website,Organization Revenue Range,Funding Status,Number of Partner Investors,CB Rank (Funding Round),Sentiment
2023-05-06,Uni-Ubi is an AI and IoT solutions provider for smart cities.,Uni-Ubi,https://www.crunchbase.com/organization/uni-ubi,"Artificial Intelligence (AI), Robotics","Hangzhou, Zhejiang, China, Asia",Series C - Uni-Ubi,https://www.crunchbase.com/funding_round/uni-ubi-series-c--01cf6bc2,2,"Hangshi Industrial Investment Development, Zhejiang Innovation Development Capital",Late Stage Venture,,Series C,7,,,,,,,99887850,USD,99887850,Yes,,http://www.uni-ubi.com/,$1M to $10M,Late Stage Venture,,"523,375",
2023-04-24,"Boruspan is a machine tool manufacturing enterprise, engaged in the R&D and manufacturing of high-precision CNC machine tools.",Boruspan Precision,https://www.crunchbase.com/organization/boruspan-precision,"Automotive, Hardware, Manufacturing","Beijing, Beijing, China, Asia",Series D - Boruspan Precision,https://www.crunchbase.com/funding_round/boruspan-precision-series-d--5126503d,7,"Beijing Advanced Fund, China Galaxy Securities, China Merchants Securities, Greater Bay Area Homeland Development Fund, Shaanxi Financial Assets Management, Xicheng Capital, Zhongbo Juli",Late Stage Venture,,Series D,2,250000000,CNY,36250798,,,,250000000,CNY,36250798,Yes,,http://www.chinapmt.com/index/1.html,,Late Stage Venture,,"481,456",
2023-02-27,"martPlant Editor is a plant breeding service, an innovative plant science company driven by value chain needs.",SmartPlant Editor,https://www.crunchbase.com/organization/smartplant-editor,"Food and Beverage, Food Processing, Life Science","Beijing, Beijing, China, Asia",Angel Round - SmartPlant Editor,https://www.crunchbase.com/funding_round/smartplant-editor-angel--46b5a42c,2,"Charles Schwab Investment Management, Zhengxu Investment",Seed,,Angel,2,,,,,,,1430000,USD,1430000,Yes,,https://pitchbook.com/profiles/company/515319-31#overview,,Seed,,"467,402",
2023-05-06,Zeen Health is a digital therapeutics company that provides mental health services.,Zeen Health,https://www.crunchbase.com/organization/zeen-health,"Health Care, Medical, Mental Health, Wellness","Shenzhen, Guangdong, China, Asia",Series A - Zeen Health,https://www.crunchbase.com/funding_round/zeen-health-series-a--d843a15f,1,Qiming Venture Partners,Early Stage Venture,,Series A,2,,,,,,,40000000,CNY,6281111,Yes,,https://www.asleephealth.com.cn/,,Early Stage Venture,2,"480,451",
2023-05-05,VivaVision Biotech is a clinical-stage R&D biopharmaceutical company that is developing novel medicines to treat topical diseases.,VivaVision Biotech,https://www.crunchbase.com/organization/vivavision-biotech,Biotechnology,"Shanghai, Shanghai, China, Asia",Series D - VivaVision Biotech,https://www.crunchbase.com/funding_round/vivavision-biotech-series-d--30e406b5,4,"ChiFortune Venture, Shangyuan Capital, VVB Fund, Yicun Capital",Late Stage Venture,,Series D,5,,,,,,,431000000,CNY,65398898,Yes,,http://www.vivavisionbio.com/en/index.php?a=lists&catid=6,$1M to $10M,Late Stage Venture,1,"500,843",
2023-02-10,"A health clinic based in Shinghai,China. ",SinoUnited Health Clinic,https://www.crunchbase.com/organization/sinounited-health-clinic,"Clinical Trials, Health Care","Shanghai, Shanghai, China, Asia",Series C - SinoUnited Health Clinic,https://www.crunchbase.com/funding_round/sinounited-health-clinic-series-c--ab8f4fcd,1,Qiming Venture Partners,Late Stage Venture,,Series C,6,,,,,,,72774883,USD,72774883,Yes,,https://www.sinounitedhealth.com.cn/,$1M to $10M,Late Stage Venture,1,"540,159",
2023-04-04,SJ Semi is a MEOL (Middle-End of Line) foundry that implements front-end wafer manufacturing and quality systems for MEOL operations.,SJ Semi,https://www.crunchbase.com/organization/sj-semi,"Industrial, Manufacturing, Semiconductor","Jiangyin, Jiangsu, China, Asia",Series C - SJ Semi,https://www.crunchbase.com/funding_round/sj-semi-series-c--4b9bc3cd,10,"China Fortune-Innovation Capital, CICC, GLP-C&D Capital, GoldStone Investment, Jade Stone Venture, Leafoison Capital, Legend Capital, Oriza Holdings, Shang Qi Capital, TCL Capital",Late Stage Venture,,Series C,5,340000000,USD,340000000,1460000000,USD,1460000000,1620000000,USD,1620000000,Yes,,http://www.e-sjsemi.com,,,,"539,844",
2023-05-04,Blue Wave is a producer of Industrial IoT and Internet of Vehicles chips.,Blue Wave,https://www.crunchbase.com/organization/blue-wave-f30c,"Internet of Things, Manufacturing","Hangzhou, Zhejiang, China, Asia",Seed Round - Blue Wave,https://www.crunchbase.com/funding_round/blue-wave-f30c-seed--21c24b3b,14,"Anchuang Investment, Black Oak Capital, Chengdu Jiaozi Financial Holding Group, EBZY Capital, Hangshi Probe, Hangzhou Heda Industry Fund, Huaou Equity Investment, Oceanpine Capital, Oriental Fortune Capital, Shannan Tianshi Investment, Tuya, Wuxi Xinhe Investment, Zeolite Venture Capital, Zhuoyuan Capital",Seed,,Seed,3,100000000,CNY,14478695,,,,300000000,CNY,43895320,Yes,,http://www.bluewavecom.cn/,,Seed,,"540,858",
2023-01-01,Tianjin New Hydrogen Power Technology manufactures hydrogen powered vehicle engines.,Tianjin New Hydrogen Power Technology,https://www.crunchbase.com/organization/tianjin-new-hydrogen-power-technology-co,"Clean Energy, Electric Vehicle, Machinery Manufacturing","Lingan, Zhejiang, China, Asia",Private Equity Round - Tianjin New Hydrogen Power Technology,https://www.crunchbase.com/funding_round/tianjin-new-hydrogen-power-technology-co-private-equity--0a89ab34,1,Integrity Capital Partners,Private Equity,,Private Equity,2,,,,,,,,,,Yes,,http://www.zhongqinghulian.com/com/xqdl/,,Private Equity,,"543,192",
2023-01-01,Zhide New Energy provides silicon anode materials for lithium batteries.,Zhide New Energy,https://www.crunchbase.com/organization/zhide-new-energy,"Battery, Energy, Manufacturing","Jinhua, Zhejiang, China, Asia",Series B - Zhide New Energy,https://www.crunchbase.com/funding_round/zhide-new-energy-series-b--4c64b584,7,"Chaoxing Venture Capital, CMB International Capital Corporation, IDG Capital, Morningside, Sinowisdom, Source Code Capital, Yunhao Capital",Early Stage Venture,,Series B,6,,,,,,,,,,Yes,,http://www.zhidebattery.com/,,Late Stage Venture,,"544,113",
2023-02-01,Solid New Materials focuses on the production and sales of core materials for solid-state lithium batteries.,Solid New Materials,https://www.crunchbase.com/organization/solid-new-materials,"Industrial Manufacturing, Manufacturing, Sales","Guangning, Guangdong, China, Asia",Seed Round - Solid New Materials,https://www.crunchbase.com/funding_round/solid-new-materials-seed--b7e7c060,3,"China Power Investment Ronghe Assets, Ronghe Jiuzhi Fund, SPIC",Seed,,Seed,3,,,,,,,100000000,CNY,14008938,Yes,,http://www.szsolidtech.com/,,Early Stage Venture,,"550,703",
2023-05-08,"Mogu Zhixing provides a range of services like locating and tracking vehicles, generating traveling data and searching for car maintenance.",Mogu Zhixing,https://www.crunchbase.com/organization/mogu-zhixing,"Apps, SaaS, Software","Tianjing, Tianjin, China, Asia",Series C - Mogu Zhixing,https://www.crunchbase.com/funding_round/mogu-zhixing-series-c--7a964e59,4,"Chengdu Science and Technology Innovation Investment Group, Tencent, Yixin Group, Zhuhai Science & Technology Venture Capital",Late Stage Venture,,Series C,2,580000000,CNY,83905967,,,,203905967,USD,203905967,Yes,,http://www.zhidaohulian.com,,Late Stage Venture,,"552,858",
2023-04-19,Brise Pharma operates in the scientific research and technical service industry.,Brise Pharma,https://www.crunchbase.com/organization/brise-pharma,"Biopharma, Biotechnology, Pharmaceutical","Shanghai, Shanghai, China, Asia",Seed Round - Brise Pharma,https://www.crunchbase.com/funding_round/brise-pharma-seed--07061a4e,1,Qiming Venture Partners,Seed,,Seed,4,,,,,,,200199390,USD,200199390,Yes,,https://brisepharma.com,,Seed,2,"554,028",
2023-03-01,Nanjing Qiuya Information Technology develops big data analysis solutions for the energy and power industry.,Nanjing Qiuya Information Technology,https://www.crunchbase.com/organization/nanjing-qiuya-information-technology,"Analytics, Big Data, Energy, Information Technology, Productivity Tools","Nanjing, Jiangsu, China, Asia",Private Equity Round - Nanjing Qiuya Information Technology,https://www.crunchbase.com/funding_round/nanjing-qiuya-information-technology-private-equity--084c1a29,1,Integrity Capital Partners,Private Equity,,Private Equity,2,,,,,,,20000000,CNY,2811836,Yes,,http://www.qiuya.info,,Private Equity,,"555,397",
2023-01-01,"Yizhu Technology is a software company that specializes in AI computing power, engineering and consulting for storage data.",Yizhu Technology,https://www.crunchbase.com/organization/yizhu-technology,"Artificial Intelligence (AI), Cloud Computing, Data Center, Software","Suzhou, Jiangsu, China, Asia",Venture Round - Yizhu Technology,https://www.crunchbase.com/funding_round/yizhu-technology-series-unknown--3e7b6595,1,HB Ventures,,,Venture - Series Unknown,2,,,,,,,,,,Yes,,https://yizhu-tech.com/about.php###,,,,"555,483",
2023-04-12,Alebund Pharmaceuticals is a biopharmaceutical company dedicated to developing innovative therapies for the treatment of renal diseases.,Alebund Pharmaceuticals,https://www.crunchbase.com/organization/alebund-pharmaceuticals,"Biotechnology, Life Science, Pharmaceutical","Shanghai, Shanghai, China, Asia",Series C - Alebund Pharmaceuticals,https://www.crunchbase.com/funding_round/alebund-pharmaceuticals-series-c--e09bdfe9,8,"3H Health Investment, Guojin Capital, Jiangsu Dingxin Capital Management, Lilly Asia Ventures, Octagon Capital Advisors, Quan Capital, Verition Fund Management, Yangzhou Longchuan Holdings",Late Stage Venture,,Series C,7,200000000,CNY,29091755,,,,335005169,USD,335005169,Yes,,http://www.alebund.com,$10M to $50M,Late Stage Venture,3,"567,486",
2023-01-16,Mino Space is a private commercial satellite company that integrates satellite development and satellite applications.,Mino Space,https://www.crunchbase.com/organization/mino-space,"Aerospace, Manufacturing, Satellite Communication","Haidian, Beijing, China, Asia",Series B - Mino Space,https://www.crunchbase.com/funding_round/mino-space-series-b--14268d33,5,"China Development Bank, Donghao Lansheng Ruili, Guangzhou Yuexiu Industrial Investment Fund, Haitong Innovation Capital Management, Zero2IPO",Early Stage Venture,,Series B,6,400000000,CNY,59403588,3600000000,CNY,534632292,260598152,USD,260598152,Yes,,http://www.minospace.cn,$10M to $50M,Late Stage Venture,,"589,295",
2023-04-20,AI & Robotics Company that manufactures and sells autonomous floor cleaning robots,Sparkoz Technology,https://www.crunchbase.com/organization/sparkoz-technology,"Manufacturing, Robotics","Shanghai, Shanghai, China, Asia",Series A - Sparkoz Technology,https://www.crunchbase.com/funding_round/sparkoz-technology-series-a--73592ce4,2,"GoHigh Fund, Vision Knight Capital",Early Stage Venture,,Series A,2,,,,,,,,,,Yes,,https://cleanrobots.sparkoz.com/,,Early Stage Venture,1,"595,947",
2023-03-08,Callisto Technology is a smart vehicle based security and data management and operations company.,Callisto Technology,https://www.crunchbase.com/organization/callisto-technology-dbfe,"Automotive, Autonomous Vehicles, Data Management","Haidian, Beijing, China, Asia",Seed Round - Callisto Technology,https://www.crunchbase.com/funding_round/callisto-technology-dbfe-seed--97b59e18,2,"Lenovo Capital and Incubator Group (LCIG), Yuanqi Capital",Seed,,Seed,3,,,,,,,10000000,CNY,1492315,Yes,,https://www.callisto-auto.com,,Seed,,"599,195",
2023-04-23,"Biosion is a biotech company focused on the development of biologics to treat resistant, relapsed, residual immune, and oncologic diseases.",Boaoxin,https://www.crunchbase.com/organization/boaoxin,"Biopharma, Biotechnology, Medical, Medical Device","Nanjing, Jiangsu, China, Asia",Series B - Boaoxin,https://www.crunchbase.com/funding_round/boaoxin-series-b--54505ed6,3,"HMC Ventures, Ruiying Asset Management, Wang Huachun",Early Stage Venture,,Series B,3,10000,CNY,1451,,,,200010000,CNY,31361210,Yes,,https://www.biosion.com/zh/,$1M to $10M,Early Stage Venture,,"619,293",
2023-03-03,Zero Gravity Aircraft Industry is engaged in the R&D and manufacturing of eVTOL aircraft.,Zero Gravity Aircraft Industry,https://www.crunchbase.com/organization/zero-gravity-aircraft-industry,"Air Transportation, Industrial, Manufacturing","Hefei, Anhui, China, Asia",Seed Round - Zero Gravity Aircraft Industry,https://www.crunchbase.com/funding_round/zero-gravity-aircraft-industry-seed--9f87133c,1,Lenovo Capital and Incubator Group (LCIG),Seed,,Seed,6,,,,,,,43710937,USD,43710937,Yes,,https://lzlair.com/,,Early Stage Venture,,"581,799",
2023-03-06,QL Biopharma focuses on developing innovative drugs and premium me-too drugs targeting metabolic diseases.,QL Biopharma,https://www.crunchbase.com/organization/ql-biopharma,"Biopharma, Health Care, Medical","Changping, Beijing, China, Asia",Series B - QL Biopharma,https://www.crunchbase.com/funding_round/ql-biopharma-series-b--625fdb48,3,"Lichen Capital, MingFeng Capital, Taizhou Huayin Financial Investment",Early Stage Venture,,Series B,4,100000000,CNY,14429182,,,,400000000,CNY,56266141,Yes,,https://www.qlbiopharm.com/,,Late Stage Venture,1,"625,190",
2023-02-21,PCG Power's mission is to adhere to the distributed power station investment core business.,PCG Power,https://www.crunchbase.com/organization/baobi-new-energy,,"Guangzhou, Guangdong, China, Asia",Series A - PCG Power,https://www.crunchbase.com/funding_round/baobi-new-energy-series-a--a34ff2a2,8,"Eastern Bell Capital, Huamei International, NIO Capital, Rockets Capital, Shanghai Jielong Group, Small Dinner Table Venture Capital, Xiaofanzhuo, Zhongping Capital",Early Stage Venture,,Series A,3,500000000,CNY,72743144,,,,1000000000,CNY,142502474,Yes,,https://www.pcgpower.com,,Early Stage Venture,3,"701,001",
2023-02-03,Juci Technology specializes in the production of aluminum nitride powder and ceramic products.,Juci Technology,https://www.crunchbase.com/organization/juci-technology,"Industrial, Industrial Manufacturing, Information Technology","Xiamen, Fujian, China, Asia",Venture Round - Juci Technology,https://www.crunchbase.com/funding_round/juci-technology-series-unknown--a9ed7311,3,"BYD Company, Ferrotec, Innoangel Fund",,,Venture - Series Unknown,3,,,,,,,,,,Yes,,http://www.chinajuci.com/,,Late Stage Venture,,"599,700",
2023-05-08,Ningbo Boya is a polyimide developer.,Ningbo Boya,https://www.crunchbase.com/organization/ningbo-boya,"Chemical, Manufacturing","Ningbo, Zhejiang, China, Asia",Series A - Ningbo Boya,https://www.crunchbase.com/funding_round/ningbo-boya-series-a--b40d509b,1,Future Light cone,Early Stage Venture,,Series A,3,,,,,,,,,,Yes,,,,Early Stage Venture,,"616,183",
2023-01-01,VelaVigo is a start-up company engaged in macromolecular biopharmaceutical.,VelaVigo,https://www.crunchbase.com/organization/velavigo,"Biopharma, Biotechnology, Health Care, Therapeutics","Shanghai, Shanghai, China, Asia",Seed Round - VelaVigo,https://www.crunchbase.com/funding_round/velavigo-seed--992017a6,1,Med-Fine Capital,Seed,,Seed,3,,,,,,,100000000,USD,100000000,Yes,,https://www.velavigo.com/,,Seed,,"623,526",
2023-04-10,DeepLang AI aims to build an industrial-level Chinese information processing engine using a self-developed large-scale model.,DeepLang AI,https://www.crunchbase.com/organization/deeplang-ai,"Artificial Intelligence (AI), Machine Learning, Natural Language Processing","Beijing, Beijing, China, Asia",Seed Round - DeepLang AI,https://www.crunchbase.com/funding_round/deeplang-ai-seed--99e622fe,3,"HSG, Innoangel Fund, MiraclePlus",Seed,,Seed,3,,,,,,,519000,CNY,73254,Yes,,https://deeplang.ai/,,Seed,,"705,171",
2023-01-01,"Zhicheng Power specializes in developing, and producing household intelligent robots and smart appliances for consumer families.",Zhicheng Power,https://www.crunchbase.com/organization/zhicheng-power,"Industrial Automation, Manufacturing, Robotics","Suzhou, Jiangsu, China, Asia",Seed Round - Zhicheng Power,https://www.crunchbase.com/funding_round/zhicheng-power-seed--ad6a73c3,1,Crystal Stream Capital,Seed,,Seed,3,,,,,,,,,,Yes,,,,,,"705,707",
